Segment_ID,Time_Index,Pos_FAV
1000,19.9,1622.57876759101
1000,20.0,1623.4113715620751
1000,20.1,1624.2425331787254
1000,20.2,1625.0722123295234
1000,20.3,1625.9003699397585
1000,20.4,1626.7269680782617
1000,20.5,1627.5519700897762
1000,20.6,1628.375340752565
1000,20.7,1629.1970464598426
1000,20.8,1630.0170554224328
1000,20.9,1630.835337889068
1000,21.0,1631.65186638078
1000,21.1,1632.4666159368433
1000,21.2,1633.2795643703053
1000,21.3,1634.090692530272
1000,21.4,1634.8999845665662
1000,21.5,1635.707428191565
1000,21.6,1636.513014934248
1000,21.7,1637.3167403821026
1000,21.8,1638.11860440716
1000,21.9,1638.9186113729413
1000,22.0,1639.7167703195428
1000,22.1,1640.513095125118
1000,22.2,1641.3076046435983
1000,22.3,1642.100322819314
1000,22.4,1642.891278778597
1000,22.5,1643.680506897803
1000,22.6,1644.4680468477752
1000,22.7,1645.2539436158206
1000,22.8,1646.038247506327
1000,22.9,1646.8210141201816
1000,23.0,1647.602304312186
1000,23.1,1648.38218412524
1000,23.2,1649.1607246998285
1000,23.3,1649.938002156646
1000,23.4,1650.714097448719
1000,23.5,1651.489096177775
1000,23.6,1652.2630883688032
1000,23.7,1653.0361681966315
1000,23.8,1653.8084336579047
1000,23.9,1654.5799861811129
1000,24.0,1655.3509301673676
1000,24.1,1656.121372455751
1000,24.2,1656.8914217082008
1000,24.3,1657.6611877091348
1000,24.4,1658.4307805747194
1000,24.5,1659.2003098668465
1000,24.6,1659.96988360799
1000,24.7,1660.7396071946193
1000,24.8,1661.5095822081432
1000,24.9,1662.2799051235024
1000,25.0,1663.05066591691
1000,25.1,1663.8219465759391
1000,25.2,1664.593819516917
1000,25.3,1665.3663459162055
1000,25.4,1666.13957396382
1000,25.5,1666.9135370504919
1000,25.6,1667.6882519025219
1000,25.7,1668.463716681893
1000,25.8,1669.2399090721306
1000,25.9,1670.016784373411
1000,26.0,1670.7942736330597
1000,26.1,1671.5722818400332
1000,26.2,1672.3506862151628
1000,26.3,1673.1293346329833
1000,26.4,1673.9080442147608
1000,26.5,1674.6866001350013
1000,26.6,1675.4647546848719
1000,26.7,1676.242226635375
1000,26.8,1677.0187009408608
1000,26.9,1677.7938288206012
1000,27.0,1678.5672282532785
1000,27.1,1679.3384849156848
1000,27.2,1680.1071535914025
1000,27.3,1680.8727600675395
1000,27.4,1681.6348035286096
1000,27.5,1682.3927594469667
1000,27.6,1683.146082957539
1000,27.7,1683.8942126883808
1000,27.8,1684.6365749971012
1000,27.9,1685.372588539534
1000,28.0,1686.1016690756248
1000,28.1,1686.8232344017335
1000,28.2,1687.5367092899098
1000,28.3,1688.241530313429
1000,28.4,1688.937150442945
1000,28.5,1689.623043306704
1000,28.6,1690.298707019077
1000,28.7,1690.9636674935002
1000,28.8,1691.617481169812
1000,28.9,1692.2597371033141
1000,29.0,1692.8900583833936
1000,29.1,1693.50810287154
1000,29.2,1694.1135632708465
1000,29.3,1694.7061665611434
1000,29.4,1695.2856728551078
1000,29.5,1695.851873750244
1000,29.6,1696.4045902694086
1000,29.7,1696.9436704993243
1000,29.8,1697.4689870523594
1000,29.9,1697.9804344906806
1001,10.0,14241.143379038194
1001,10.1,14242.879969838034
1001,10.2,14244.607205647195
1001,10.3,14246.325051260581
1001,10.4,14248.033465062248
1001,10.5,14249.732400396999
1001,10.6,14251.42180719879
1001,10.7,14253.101633848479
1001,10.8,14254.77182920426
1001,10.9,14256.43234473503
1001,11.0,14258.08313668285
1001,11.1,14259.724168184124
1001,11.2,14261.35541128991
1001,11.3,14262.976848836508
1001,11.4,14264.588476125176
1001,11.5,14266.19030237845
1001,11.6,14267.782351953538
1001,11.7,14269.3646653054
1001,11.8,14270.937299698182
1001,11.9,14272.50032966542
1001,12.0,14274.053847223902
1001,12.1,14275.597961854548
1001,12.2,14277.132800270787
1001,12.3,14278.658505997222
1001,12.4,14280.175238780635
1001,12.5,14281.683173855441
1001,12.6,14283.182501086427
1001,12.7,14284.673424011611
1001,12.8,14286.156158806167
1001,12.9,14287.63093318573
1001,13.0,14289.097985265164
1001,13.1,14290.557562387761
1001,13.2,14292.009919939826
1001,13.3,14293.455320164892
1001,13.4,14294.894030989466
1001,13.5,14296.32632486999
1001,13.6,14297.752477670407
1001,13.7,14299.172767580369
1001,13.8,14300.587474082773
1001,13.9,14301.99687697641
1001,14.0,14303.401255457622
1001,14.1,14304.800887266027
1001,14.2,14306.196047900352
1001,14.3,14307.587009908897
1001,14.4,14308.974042255775
1001,14.5,14310.357409762091
1001,14.6,14311.737372620411
1001,14.7,14313.11418597991
1001,14.8,14314.48809959846
1001,14.9,14315.85935755785
1001,15.0,14317.22819803868
1001,15.1,14318.59485315129
1001,15.2,14319.959548818142
1001,15.3,14321.322504702297
1001,15.4,14322.683934176768
1001,15.5,14324.044044330716
1001,15.6,14325.403036008738
1001,15.7,14326.761103877936
1001,15.8,14328.118436515644
1001,15.9,14329.47521651086
1001,16.0,14330.831620574098
1001,16.1,14332.187819651583
1001,16.2,14333.543979040582
1001,16.3,14334.900258503485
1001,16.4,14336.25681237889
1001,16.5,14337.613789687846
1001,16.6,14338.971334234
1001,16.7,14340.329584697723
1001,16.8,14341.688674724803
1001,16.9,14343.048733009759
1001,17.0,14344.409883374248
1001,17.1,14345.772244842163
1001,17.2,14347.13593171338
1001,17.3,14348.501053637718
1001,17.4,14349.867715690469
1001,17.5,14351.236018451162
1001,17.6,14352.606058087393
1001,17.7,14353.97792644548
1001,17.8,14355.351711149842
1001,17.9,14356.727495713076
1001,18.0,14358.105359658159
1001,18.1,14359.485378653204
1001,18.2,14360.867624659057
1001,18.3,14362.252166090968
1001,18.4,14363.63906799622
1001,18.5,14365.028392248501
1001,18.6,14366.420197758394
1001,18.7,14367.81454069932
1001,18.8,14369.211474748936
1001,18.9,14370.611051345444
1001,19.0,14372.013319957352
1001,19.1,14373.418328365204
1001,19.2,14374.826122954562
1001,19.3,14376.236749018964
1001,19.4,14377.65025107049
1001,19.5,14379.066673154994
1001,19.6,14380.486059168767
1001,19.7,14381.908453172828
1001,19.8,14383.333899700792
1001,19.9,14384.762444056705
1001,20.0,14386.194132599494
1001,20.1,14387.6290130104
1001,20.2,14389.06713453935
1001,20.3,14390.508548226157
1001,20.4,14391.95330709304
1001,20.5,14393.40146630573
1001,20.6,14394.853083301632
1001,20.7,14396.308217883945
1001,20.8,14397.766932280685
1001,20.9,14399.229291167409
1001,21.0,14400.695361653
1001,21.1,14402.165213229204
1001,21.2,14403.63891768526
1001,21.3,14405.116548988794
1001,21.4,14406.598183134167
1001,21.5,14408.083897960794
1001,21.6,14409.573772944805
1001,21.7,14411.06788896772
1001,21.8,14412.566328066368
1001,21.9,14414.069173169119
1001,22.0,14415.576507823447
1001,22.1,14417.088415919008
1001,22.2,14418.604981409611
1001,22.3,14420.126288037793
1001,22.4,14421.652419065902
1001,22.5,14423.183457017492
1001,22.6,14424.71948343219
1001,22.7,14426.260578636698
1001,22.8,14427.806821533719
1001,22.9,14429.358289409938
1001,23.0,14430.915057763348
1001,23.1,14432.477200149402
1001,23.2,14434.044788044912
1001,23.3,14435.617890728992
1001,23.4,14437.19657518104
1001,23.5,14438.78090599565
1001,23.6,14440.370945313509
1001,23.7,14441.96675276663
1001,23.8,14443.568385436016
1001,23.9,14445.175897819952
1001,24.0,14446.789341811467
1001,24.1,14448.408766683166
1001,24.2,14450.034219077006
1001,24.3,14451.665742996496
1001,24.4,14453.303379800016
1001,24.5,14454.947168194909
1001,24.6,14456.597144231435
1001,24.7,14458.253341294821
1001,24.8,14459.915790093995
1001,24.9,14461.58451864611
1001,25.0,14463.259552255764
1001,25.1,14464.94091348752
1001,25.2,14466.628622131135
1001,25.3,14468.322695159983
1001,25.4,14470.023146683878
1001,25.5,14471.729987897346
1001,25.6,14473.44322702364
1001,25.7,14475.162869254196
1001,25.8,14476.888916683924
1001,25.9,14478.621368243988
1001,26.0,14480.360219634116
1001,26.1,14482.105463255843
1001,26.2,14483.857088147794
1001,26.3,14485.615079924444
1001,26.4,14487.379420720377
1001,26.5,14489.150089142042
1001,26.6,14490.927060228616
1001,26.7,14492.710305423707
1001,26.8,14494.499792560191
1001,26.9,14496.295485861086
1001,27.0,14498.097345959506
1001,27.1,14499.905329940413
1001,27.2,14501.71939140612
1001,27.3,14503.539480566535
1001,27.4,14505.36554435481
1001,27.5,14507.197526569269
1001,27.6,14509.035368042576
1001,27.7,14510.87900683935
1001,27.8,14512.728378483784
1001,27.9,14514.583416218853
1001,28.0,14516.444051297382
1001,28.1,14518.310213303517
1001,28.2,14520.181830502688
1001,28.3,14522.058830218779
1001,28.4,14523.94113923747
1001,28.5,14525.82868423378
1001,28.6,14527.72139222067
1001,28.7,14529.619191015034
1001,28.8,14531.5220097167
1001,28.9,14533.429779195174
1001,29.0,14535.34243257821
1001,29.1,14537.259905735393
1001,29.2,14539.182137748243
1001,29.3,14541.109071356606
1001,29.4,14543.040653370388
1001,29.5,14544.976835035082
1001,29.6,14546.917572337623
1001,29.7,14548.862826236476
1001,29.8,14550.812562798297
1001,29.9,14552.766753222522
1004,10.0,80.20460846075589
1004,10.1,81.05037946811065
1004,10.2,81.89680835990525
1004,10.3,82.74386261192427
1004,10.4,83.59150231441195
1004,10.5,84.43968087973946
1004,10.6,85.28834585899372
1004,10.7,86.1374398316137
1004,10.8,86.98690135829673
1004,10.9,87.83666597477747
1004,11.0,88.68666719046752
1004,11.1,89.53683746175923
1004,11.2,90.38710911926546
1004,11.3,91.23741522996461
1004,11.4,92.08769037656205
1004,11.5,92.93787134269486
1004,11.6,93.78789769926846
1004,11.7,94.637712290839
1004,11.8,95.48726162363764
1004,11.9,96.33649616015863
1004,12.0,97.1853705278491
1004,12.1,98.03384365005908
1004,12.2,98.8818788066183
1004,12.3,99.72944363086616
1004,12.4,100.57651005086373
1004,12.5,101.42305418405019
1004,12.6,102.2690561946384
1004,12.7,103.1145001210751
1004,12.8,103.95937367881595
1004,12.9,104.80366804297375
1004,13.0,105.64737761540768
1004,13.1,106.49049978030277
1004,13.2,107.3330346513728
1004,13.3,108.17498481355747
1004,13.4,109.01635506264871
1004,13.5,109.85715214651945
1004,13.6,110.6973845108337
1004,13.7,111.53706205117682
1004,13.8,112.37619587341925
1004,13.9,113.21479806436993
1004,14.0,114.05288147460627
1004,14.1,114.89045951489699
1004,14.2,115.72754596711614
1004,14.3,116.56415480984023
1004,14.4,117.40030005825636
1004,14.5,118.23599561816022
1004,14.6,119.07125515416442
1004,14.7,119.90609197199163
1004,14.8,120.74051891450728
1004,14.9,121.57454827173582
1004,15.0,122.4081917057641
1004,15.1,123.24146019128304
1004,15.2,124.07436397209428
1004,15.3,124.90691253404486
1004,15.4,125.7391145953024
1004,15.5,126.570978114872
1004,15.6,127.40251031953191
1004,15.7,128.23371774813359
1004,15.8,129.064606310749
1004,15.9,129.89518135892723
1004,16.0,130.72544776299674
1004,16.1,131.55540999301311
1004,16.2,132.38507220081254
1004,16.3,133.21443830090686
1004,16.4,134.04351204783578
1004,16.5,134.8722971077962
1004,16.6,135.70079712287236
1004,16.7,136.52901576635205
1004,16.8,137.35695678761033
1004,16.9,138.18462404574484
1004,17.0,139.01202153238302
1004,17.1,139.8391533846192
1004,17.2,140.66602388854608
1004,17.3,141.49263747336283
1004,17.4,142.3189986962538
1004,17.5,143.14511221856446
1004,17.6,143.97098277375912
1004,17.7,144.79661512761365
1004,17.8,145.6220140314281
1004,17.9,146.44718416947043
1004,18.0,147.27213010224162
1004,18.1,148.09685620771288
1004,18.2,148.92136662335943
1004,18.3,149.74566519212868
1004,18.4,150.56975541522982
1004,18.5,151.39364041406284
1004,18.6,152.2173229030107
1004,18.7,153.04080517437006
1004,18.8,153.86408909625084
1004,18.9,154.68717612351588
1004,19.0,155.51006732094413
1004,19.1,156.33276339740434
1004,19.2,157.15526474984966
1004,19.3,157.9775715156905
1004,19.4,158.79968363153083
1004,19.5,159.62160089594605
1004,19.6,160.44332303400427
1004,19.7,161.26484976126906
1004,19.8,162.08618084506398
1004,19.9,162.90731616092484
1004,20.0,163.72825574240468
1004,20.1,164.54899982278909
1004,20.2,165.3695488677662
1004,20.3,166.18990359846745
1004,20.4,167.01006500471493
1004,20.5,167.8300343490148
1004,20.6,168.64981316226857
1004,20.7,169.46940323170108
1004,20.8,170.28880658076534
1004,20.9,171.1080254410573
1004,21.0,171.92706221774768
1004,21.1,172.74591945162666
1004,21.2,173.56459978135084
1004,21.3,174.3831059086162
1004,21.4,175.20144056765446
1004,21.5,176.0196064999234
1004,21.6,176.83760643533302
1004,21.7,177.6554430816311
1004,21.8,178.47311912275129
1004,21.9,179.29063722570496
1004,22.0,180.10800005520943
1004,22.1,180.92521029565472
1004,22.2,181.7422706800632
1004,22.3,182.55918402496795
1004,22.4,183.37595326964353
1004,22.5,184.19258151858565
1004,22.6,185.00907208660573
1004,22.7,185.8254285453563
1004,22.8,186.64165476914354
1004,22.9,187.4577549777165
1004,23.0,188.2737337744195
1004,23.1,189.0895961788204
1004,23.2,189.9053476532226
1004,23.3,190.72099412245782
1004,23.4,191.53654198614436
1004,23.5,192.35199812232236
1004,23.6,193.16736988152456
1004,23.7,193.98266507113644
1004,23.8,194.79789193068615
1004,23.9,195.61305909886346
1004,24.0,196.42817557305105
1004,24.1,197.2432506625543
1004,24.2,198.05829393700137
1004,24.3,198.87331517089632
1004,24.4,199.68832428473118
1004,24.5,200.50333128337527
1004,24.6,201.31834619316228
1004,24.7,202.13337899925423
1004,24.8,202.94843958484938
1004,24.9,203.7635376741982
1004,25.0,204.57868278157267
1004,25.1,205.39388416770083
1004,25.2,206.20915080412792
1004,25.3,207.02449134487148
1004,25.4,207.83991410372096
1004,25.5,208.6554270352338
1004,25.6,209.47103771833207
1004,25.7,210.2867533424884
1004,25.8,211.10258069674046
1004,25.9,211.91852616155248
1004,26.0,212.73459570372043
1004,26.1,213.55079487495766
1004,26.2,214.36712881463754
1004,26.3,215.18360225615527
1004,26.4,216.00021953549944
1004,26.5,216.81698460101634
1004,26.6,217.63390102455307
1004,26.7,218.45097201461547
1004,26.8,219.26820043134416
1004,26.9,220.08558880213982
1004,27.0,220.90313933682054
1004,27.1,221.72085394188903
1004,27.2,222.53873423365948
1004,27.3,223.35678154961928
1004,27.4,224.1749969574936
1004,27.5,224.9933812623187
1004,27.6,225.8119350126441
1004,27.7,226.63065850723424
1004,27.8,227.44955180344868
1004,27.9,228.2686147280949
1004,28.0,229.08784689103132
1004,28.1,229.90724770119007
1004,28.2,230.7268163843603
1004,28.3,231.54655200236704
1004,28.4,232.3664534736534
1004,28.5,233.18651959482028
1004,28.6,234.0067490617101
1004,28.7,234.82714048860964
1004,28.8,235.64769242555414
1004,28.9,236.46840337508468
1004,29.0,237.2892718099228
1004,29.1,238.1102961924008
1004,29.2,238.93147499586507
1004,29.3,239.75280672759652
1004,29.4,240.57428995223773
1004,29.5,241.3959233146295
1004,29.6,242.21770556088165
1004,29.7,243.03963555605273
1004,29.8,243.86171229680892
1004,29.9,244.683934918473
1011,10.0,11453.854869597564
1011,10.1,11456.701833692365
1011,10.2,11459.547709137343
1011,10.3,11462.392474587657
1011,10.4,11465.23610648972
1011,10.5,11468.078579143954
1011,10.6,11470.919864814166
1011,10.7,11473.759933914016
1011,10.8,11476.598755251589
1011,10.9,11479.436296297667
1011,11.0,11482.272523472584
1011,11.1,11485.107402459245
1011,11.2,11487.940898524928
1011,11.3,11490.772976819908
1011,11.4,11493.603602641599
1011,11.5,11496.432741673449
1011,11.6,11499.260360201013
1011,11.7,11502.08642529536
1011,11.8,11504.910904959637
1011,11.9,11507.73376824643
1011,12.0,11510.55498535282
1011,12.1,11513.374527692456
1011,12.2,11516.192367943931
1011,12.3,11519.008480080434
1011,12.4,11521.822839386572
1011,12.5,11524.635422464078
1011,12.6,11527.446207226483
1011,12.7,11530.255172885105
1011,12.8,11533.062299929774
1011,12.9,11535.867570105867
1011,13.0,11538.670966387848
1011,13.1,11541.47247295038
1011,13.2,11544.272075138808
1011,13.3,11547.069759439875
1011,13.4,11549.86551345277
1011,13.5,11552.659325861068
1011,13.6,11555.451186406583
1011,13.7,11558.24108586566
1011,13.8,11561.029016027707
1011,13.9,11563.814969675985
1011,14.0,11566.598940571364
1011,14.1,11569.380923439741
1011,14.2,11572.160913963178
1011,14.3,11574.938908774648
1011,14.4,11577.714905456489
1011,14.5,11580.488902542655
1011,14.6,11583.260899524472
1011,14.7,11586.030896859733
1011,14.8,11588.79889598525
1011,14.9,11591.564899333043
1011,15.0,11594.328910349706
1011,15.1,11597.09093351792
1011,15.2,11599.850974379264
1011,15.3,11602.609039557745
1011,15.4,11605.365136783628
1011,15.5,11608.119274916857
1011,15.6,11610.871463969139
1011,15.7,11613.621715123723
1011,15.8,11616.370040751957
1011,15.9,11619.116454425903
1011,16.0,11621.860970926356
1011,16.1,11624.603606245899
1011,16.2,11627.344377586836
1011,16.3,11630.083303354328
1011,16.4,11632.820403145039
1011,16.5,11635.555697731623
1011,16.6,11638.289209043107
1011,16.7,11641.020960141344
1011,16.8,11643.750975193789
1011,16.9,11646.479279443134
1011,17.0,11649.205899174325
1011,17.1,11651.930861679253
1011,17.2,11654.654195219171
1011,17.3,11657.375928984628
1011,17.4,11660.096093052754
1011,17.5,11662.814718342042
1011,17.6,11665.531836564982
1011,17.7,11668.24748017899
1011,17.8,11670.961682335957
1011,17.9,11673.6744768308
1011,18.0,11676.38589804947
1011,18.1,11679.095980916822
1011,18.2,11681.804760844378
1011,18.3,11684.512273677863
1011,18.4,11687.218555644486
1011,18.5,11689.923643300197
1011,18.6,11692.627573477303
1011,18.7,11695.330383232693
1011,18.8,11698.032109796748
1011,18.9,11700.732790522861
1011,19.0,11703.432462837545
1011,19.1,11706.13116419134
1011,19.2,11708.828932010974
1011,19.3,11711.525803653383
1011,19.4,11714.22181636199
1011,19.5,11716.917007225495
1011,19.6,11719.61141313922
1011,19.7,11722.305070768993
1011,19.8,11724.99801651766
1011,19.9,11727.690286494357
1011,20.0,11730.381916486418
1011,20.1,11733.072941933626
1011,20.2,11735.763397904337
1011,20.3,11738.453319073096
1011,20.4,11741.14273969941
1011,20.5,11743.831693607306
1011,20.6,11746.520214165312
1011,20.7,11749.208334266512
1011,20.8,11751.896086308425
1011,20.9,11754.583502172321
1011,21.0,11757.270613201677
1011,21.1,11759.95745017956
1011,21.2,11762.644043305
1011,21.3,11765.330422168417
1011,21.4,11768.0166157261
1011,21.5,11770.702652273634
1011,21.6,11773.388559418294
1011,21.7,11776.074364050453
1011,21.8,11778.760092314258
1011,21.9,11781.445769577896
1011,22.0,11784.131420403844
1011,22.1,11786.81706851941
1011,22.2,11789.502736787887
1011,22.3,11792.188447180728
1011,22.4,11794.874220751339
1011,22.5,11797.560077610964
1011,22.6,11800.246036907152
1011,22.7,11802.932116805048
1011,22.8,11805.618334471754
1011,22.9,11808.304706064044
1011,23.0,11810.991246719894
1011,23.1,11813.677970554269
1011,23.2,11816.364890659574
1011,23.3,11819.052019110894
1011,23.4,11821.739366975808
1011,23.5,11824.42694432832
1011,23.6,11827.114760266348
1011,23.7,11829.80282293229
1011,23.8,11832.491139536136
1011,23.9,11835.179716380197
1011,24.0,11837.868558884094
1011,24.1,11840.55767160848
1011,24.2,11843.247058276222
1011,24.3,11845.936721790215
1011,24.4,11848.626664247167
1011,24.5,11851.316886946472
1011,24.6,11854.007390392995
1011,24.7,11856.698174292807
1011,24.8,11859.389237541114
1011,24.9,11862.080578201909
1011,25.0,11864.772193478906
1011,25.1,11867.46407967721
1011,25.2,11870.156232155303
1011,25.3,11872.84864526718
1011,25.4,11875.541312294661
1011,25.5,11878.234225370088
1011,25.6,11880.927375389821
1011,25.7,11883.6207519191
1011,25.8,11886.314343089058
1011,25.9,11889.008135486707
1011,26.0,11891.702114038804
1011,26.1,11894.396261890732
1011,26.2,11897.090560281773
1011,26.3,11899.784988418323
1011,26.4,11902.479523346716
1011,26.5,11905.174139827734
1011,26.6,11907.868810215272
1011,26.7,11910.563504341946
1011,26.8,11913.258189414628
1011,26.9,11915.952829922911
1011,27.0,11918.647387563518
1011,27.1,11921.341821183647
1011,27.2,11924.036086746146
1011,27.3,11926.73013731942
1011,27.4,11929.423923095088
1011,27.5,11932.117391436495
1011,27.6,11934.810486960976
1011,27.7,11937.503151658055
1011,27.8,11940.195325045162
1011,27.9,11942.88694436179
1011,28.0,11945.577944802702
1011,28.1,11948.268259790439
1011,28.2,11950.957821286793
1011,28.3,11953.646560142373
1011,28.4,11956.334406482363
1011,28.5,11959.021290125545
1011,28.6,11961.70714103235
1011,28.7,11964.391889776709
1011,28.8,11967.075468035559
1011,28.9,11969.757809088993
1011,29.0,11972.43884832292
1011,29.1,11975.118523724781
1011,29.2,11977.796776361793
1011,29.3,11980.473550830548
1011,29.4,11983.148795666566
1011,29.5,11985.822463701927
1011,29.6,11988.494512358391
1011,29.7,11991.164903862596
1011,29.8,11993.833605368989
1011,29.9,11996.500588975341
1021,10.0,328.69462466312586
1021,10.1,329.5175274772522
1021,10.2,330.34069770587377
1021,10.3,331.1641065568176
1021,10.4,331.9877155483051
1021,10.5,332.8114755940277
1021,10.6,333.63532607955426
1021,10.7,334.45919392395535
1021,10.8,335.2829926307074
1021,10.9,336.1066213416949
1021,11.0,336.9299639092499
1021,11.1,337.7528879982556
1021,11.2,338.5752442319772
1021,11.3,339.39686540273004
1021,11.4,340.2175657770025
1021,11.5,341.03714053093705
1021,11.6,341.85536535631695
1021,11.7,342.67199627957297
1021,11.8,343.48676973528336
1021,11.9,344.29940293117187
1021,12.0,345.1095945370374
1021,12.1,345.9170257277759
1021,12.2,346.72136160846696
1021,12.3,347.5222530433736
1021,12.4,348.31933889935493
1021,12.5,349.1122487003602
1021,12.6,349.90060567728773
1021,12.7,350.6840301866215
1021,12.8,351.4621434566597
1021,12.9,352.2345715976965
1021,13.0,353.0009497864668
1021,13.1,353.7609265150359
1021,13.2,354.5141677853838
1021,13.3,355.2603611315839
1021,13.4,355.99921935847146
1021,13.5,356.73048389781036
1021,13.6,357.45392770000296
1021,13.7,358.1693576003352
1021,13.8,358.8766161215941
1021,13.9,359.57558269749717
1021,14.0,360.2661743223016
1021,14.1,360.9483456502708
1021,14.2,361.62208858325306
1021,14.3,362.28743139484135
1021,14.4,362.94443744648413
1021,14.5,363.5932035560553
1021,14.6,364.2338580826796
1021,14.7,364.8665587919003
1021,14.8,365.4914905626489
1021,14.9,366.10886299321373
1021,15.0,366.71890795834236
1021,15.1,367.32187716390865
1021,15.2,367.91803973966324
1021,15.3,368.50767990511383
1021,15.4,369.0910947384829
1021,15.5,369.6685920732631
1021,15.6,370.2404885408197
1021,15.7,370.8071077713468
1021,15.8,371.36877876026017
1021,15.9,371.9258344032934
1021,16.0,372.478610200593
1021,16.1,373.0274431271135
1021,16.2,373.5726706635251
1021,16.3,374.1146299791944
1021,16.4,374.65365725675406
1021,16.5,375.1900871462188
1021,16.6,375.72425233579384
1021,16.7,376.25648322656076
1021,16.8,376.7871076981868
1021,16.9,377.3164509518323
1021,17.0,377.8448354149542
1021,17.1,378.37258069184435
1021,17.2,378.9000035441027
1021,17.3,379.4274178864949
1021,17.4,379.95513478484537
1021,17.5,380.48346244352126
1021,17.6,381.01270617161623
1021,17.7,381.5431683197975
1021,17.8,382.0751481831014
1021,17.9,382.6089418675175
1021,18.0,383.1448421196996
1021,18.1,383.68313812006124
1021,18.2,384.2241152402134
1021,18.3,384.76805476624156
1021,18.4,385.3152335897835
1021,18.5,385.8659238694409
1021,18.6,386.4203926656928
1021,18.7,386.97890155301786
1021,18.8,387.5417062134121
1021,18.9,388.10905601598904
1021,19.0,388.6811935877114
1021,19.1,389.25835438038933
1021,19.2,389.84076623906424
1021,19.3,390.4286489769782
1021,19.4,391.02221396239423
1021,19.5,391.6216637223594
1021,19.6,392.22719156813645
1021,19.7,392.8389812465457
1021,19.8,393.45720662076764
1021,19.9,394.08203138326445
1021,20.0,394.7136088026976
1021,20.1,395.3520815061979
1021,20.2,395.9975812978868
1021,20.3,396.65022901397094
1021,20.4,397.3101344141155
1021,20.5,397.97739610829166
1021,20.6,398.6521015179045
1021,20.7,399.33432686968865
1021,20.8,400.02413722056383
1021,20.9,400.7215865113811
1021,21.0,401.4267176473101
1021,21.1,402.1395626025651
1021,21.2,402.8601425472444
1021,21.3,403.5884679942071
1021,21.4,404.3245389640023
1021,21.5,405.06834516587253
1021,21.6,405.81986619292195
1021,21.7,406.57907172975416
1021,21.8,407.34592177117605
1021,21.9,408.12036685077686
1021,22.0,408.90234827835116
